,id,title,price,num_rooms,total_area,latitude,longitude,extras,Typology,Extra_Rooms,Extra_Rooms_Flag,N_Rooms,Total_N_Rooms,Price,Area_m2,N_Extras,Extras_Flag,Latitude,Longitude,Com elevador,Com garagem,De luxo,Rés do chão,Último andar,Vista para mar,Piscina,Ajuda,Alcântara,Alvalade,Areeiro,Arroios,Avenidas Novas,Beato,Belém,Benfica,Campo de Ourique,Campolide,Carnide,Estrela,Lumiar,Marvila,Misericórdia,Olivais,Parque das Nações,Penha de França,Santa Clara,Santa Maria Maior,Santo António,São Domingos de Benfica,São Vicente,Apartamento,Casa,Duplex,Flat,Loft,Moradia,Palacete,Penthouse,Quinta,stations_within_1.5km,cultural_fac_within_1.5km,edu_within_1.5km
235,235,"Moradia T3 em Belém, Lisboa",850.000 €,3 quartos,Área bruta 160 m²,"38,6978537519","-9,1977023951", ,T3,0,0,3,3,850000,160,0,0,38.6978537519,-9.1977023951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,34.0,22.0
237,237,"Apartamento T5 em Calçada de Santo Amaro, Alcântara, Lisboa",3.000.000 €,5 quartos,Área bruta 352 m²,"38,70179","-9,18122","De luxo, Com garagem",T5,0,0,5,5,3000000,352,2,1,38.70179,-9.18122,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,24.0,23.0
241,241,"Apartamento T2 em Alcântara, Lisboa",310.000 €,2 quartos,Área bruta 58 m²,"38,7034734393","-9,1835831989", ,T2,0,0,2,2,310000,58,0,0,38.7034734393,-9.1835831989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,27.0,25.0
242,242,"Apartamento T2 em Penha de França, Lisboa",229.000 €,2 quartos,Área bruta 48 m²,"38,7283527","-9,1298246", ,T2,0,0,2,2,229000,48,0,0,38.7283527,-9.1298246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0,32.0,33.0
245,245,"Moradia T3 Triplex em Benfica, Lisboa",470.000 €,3 quartos,Área bruta 94 m²,"38,74807","-9,20836", ,T3,0,0,3,3,470000,94,0,0,38.74807,-9.20836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,4.0,14.0
246,246,"Apartamento T3 em Estrela, Lisboa",1.285.000 €,3 quartos,Área bruta 181 m²,"38,7044","-9,16629","Com elevador, Com garagem",T3,0,0,3,3,1285000,181,2,1,38.7044,-9.16629,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,35.0,21.0
247,247,"Apartamento T3 em São Domingos de Benfica, Lisboa",850.000 €,3 quartos,Área útil 140 m²,"38,75574","-9,17085","Piscina, Com elevador",T3,0,0,3,3,850000,140,2,1,38.75574,-9.17085,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6.0,29.0,38.0
248,248,"Apartamento T1 em Travessa dos Pescadores, Misericórdia, Lisboa",218.000 €,1 quarto,Área bruta 52 m²,"38,70913","-9,15278", ,T1,0,0,1,1,218000,52,0,0,38.70913,-9.15278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,89.0,28.0
250,250,"Apartamento T2 na Rua Áurea, Santa Maria Maior, Lisboa",985.000 €,2 quartos,Área bruta 122 m²,"38,7106012","-9,1386489",Com elevador,T2,0,0,2,2,985000,122,1,1,38.7106012,-9.1386489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10.0,94.0,25.0
252,252,"Apartamento T2 na Rua Fernando Namora, Lumiar, Lisboa",570.000 €,2 quartos,Área bruta 105 m²,"38,76005","-9,17544",Com garagem,T2,0,0,2,2,570000,105,1,1,38.76005,-9.17544,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,12.0,28.0
253,253,"Apartamento T1 em Beato, Lisboa",313.000 €,1 quarto,Área bruta 83 m²,"38,734047","-9,106066", ,T1,0,0,1,1,313000,83,0,0,38.734047,-9.106066,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,8.0,8.0
254,254,"Apartamento T4 em Avenidas Novas, Lisboa",1.800.000 €,4 quartos,Área bruta 284 m²,"38,74422","-9,15983","Piscina, Com elevador, Com garagem",T4,0,0,4,4,1800000,284,3,1,38.74422,-9.15983,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0,49.0,47.0
255,255,"Apartamento T3 em Benfica, Lisboa",340.000 €,3 quartos,Área bruta 106 m²,"38,7545676242","-9,1969040908", ,T3,0,0,3,3,340000,106,0,0,38.7545676242,-9.1969040908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,10.0,20.0
256,256,"Apartamento T1 na Rua do Jardim À Estrela, Estrela, Lisboa",689.000 €,1 quarto,Área bruta 85 m²,"38,7141936","-9,1632159","Com elevador, Com garagem",T1,0,0,1,1,689000,85,2,1,38.7141936,-9.1632159,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,61.0,26.0
257,257,"Apartamento T3 em Santa Clara, Lisboa",400.000 €,3 quartos,Área bruta 116 m²,"38,781386","-9,1600377","Com elevador, Com garagem",T3,0,0,3,3,400000,116,2,1,38.781386,-9.1600377,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,8.0,13.0
258,258,"Apartamento T3 Duplex em Santo António, Lisboa",1.075.000 €,3 quartos,Área bruta 156 m²,"38,7208495","-9,1428263",Com elevador,T3,0,0,3,3,1075000,156,1,1,38.7208495,-9.1428263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13.0,108.0,34.0
260,260,"Moradia T4 na Rua Antonino e Sá, Campolide, Lisboa",850.000 €,4 quartos,Área bruta 215 m²,"38,7382722","-9,1572045",Piscina,T4,0,0,4,4,850000,215,1,1,38.7382722,-9.1572045,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.0,49.0,41.0
262,262,"Apartamento T4 em Avenidas Novas, Lisboa",1.408.000 €,4 quartos,Área bruta 172 m²,"38,74049","-9,150863",Com elevador,T4,0,0,4,4,1408000,172,1,1,38.74049,-9.150863,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0,52.0,46.0
263,263,"Apartamento T3 em Arroios, Lisboa",535.000 €,3 quartos,Área bruta 100 m²,"38,7193744427","-9,1333621856", ,T3,0,0,3,3,535000,100,0,0,38.7193744427,-9.1333621856,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0,88.0,34.0
264,264,"Apartamento T2+2 na Rua das Laranjeiras, São Domingos de Benfica, Lisboa",419.900 €,2 quartos,Área bruta 50 m²,"38,74677","-9,169", ,T2+2,2,1,2,4,419900,50,0,0,38.74677,-9.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6.0,30.0,44.0
266,266,"Apartamento T2 em Ajuda, Lisboa",250.000 €,2 quartos,Área bruta 65 m²,"38,70978","-9,19379", ,T2,0,0,2,2,250000,65,0,0,38.70978,-9.19379,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,28.0,26.0
267,267,"Apartamento T2 em Avenidas Novas, Lisboa",724.000 €,2 quartos,Área bruta 89 m²,"38,7372473412","-9,1591536999","Piscina, Com elevador",T2,0,0,2,2,724000,89,2,1,38.7372473412,-9.1591536999,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0,45.0,37.0
270,270,"Apartamento T1 em Estrela, Lisboa",530.000 €,1 quarto,Área bruta 56 m²,"38,709107","-9,166792","Piscina, Último andar, Com elevador, Com garagem",T1,0,0,1,1,530000,56,4,1,38.709107,-9.166792,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,42.0,27.0
271,271,"Apartamento T2 em Arroios, Lisboa",300.000 €,2 quartos,Área bruta 80 m²,"38,7273500622","-9,1403086826", ,T2,0,0,2,2,300000,80,0,0,38.7273500622,-9.1403086826,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.0,68.0,32.0
272,272,"Apartamento T3 em Parque das Nações, Lisboa",2.200.000 €,3 quartos,Área bruta 172 m²,"38,7616174776","-9,0982584679","De luxo, Com elevador, Com garagem",T3,0,0,3,3,2200000,172,3,1,38.7616174776,-9.0982584679,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,6.0,11.0
273,273,"Apartamento T2+1 em Estrela, Lisboa",880.000 €,2 quartos,Área bruta 116 m²,"38,709107","-9,166792","Piscina, Com elevador, Com garagem",T2+1,1,1,2,3,880000,116,3,1,38.709107,-9.166792,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,42.0,27.0
275,275,"Apartamento T3 em São Domingos de Benfica, Lisboa",1.150.000 €,3 quartos,Área bruta 174 m²,"38,7505433454","-9,1799737466","Com elevador, Com garagem",T3,0,0,3,3,1150000,174,2,1,38.7505433454,-9.1799737466,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5.0,19.0,28.0
276,276,"Apartamento T5 em Belém, Lisboa",1.150.000 €,5 quartos,Área bruta 250 m²,"38,710885","-9,21375", ,T5,0,0,5,5,1150000,250,0,0,38.710885,-9.21375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,12.0,15.0
278,278,"Apartamento T2 na Avenida João Crisóstomo, Avenidas Novas, Lisboa",856.700 €,2 quartos,Área bruta 115 m²,"38,73559","-9,15133","Com elevador, Com garagem",T2,0,0,2,2,856700,115,2,1,38.73559,-9.15133,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0,52.0,36.0
279,279,"Apartamento T2 em São Vicente, Lisboa",399.900 €,2 quartos,Área bruta 60 m²,"38,7177917","-9,1224923", ,T2,0,0,2,2,399900,60,0,0,38.7177917,-9.1224923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5.0,35.0,17.0
280,280,"Apartamento T2 em Areeiro, Lisboa",366.000 €,2 quartos,Área bruta 75 m²,"38,74525","-9,13827", ,T2,0,0,2,2,366000,75,0,0,38.74525,-9.13827,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0,32.0,37.0
282,282,"Apartamento T1 na Rua do Congo, Parque das Nações, Lisboa",410.000 €,1 quarto,Área bruta 90 m²,"38,7793220844","-9,0973183491","Com elevador, Com garagem",T1,0,0,1,1,410000,90,2,1,38.7793220844,-9.0973183491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,3.0,8.0
283,283,"Apartamento T3 na Rua Professor Simões Raposo, Lumiar, Lisboa",755.000 €,3 quartos,Área bruta 143 m²,"38,76175","-9,17334","Com elevador, Com garagem",T3,0,0,3,3,755000,143,2,1,38.76175,-9.17334,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,13.0,27.0
284,284,"Apartamento T3 em Arroios, Lisboa",636.500 €,3 quartos,Área bruta 168 m²,"38,7199764","-9,136906",Rés do chão,T3,0,0,3,3,636500,168,1,1,38.7199764,-9.136906,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.0,100.0,33.0
288,288,"Apartamento T1 em Alcântara, Lisboa",495.000 €,1 quarto,Área bruta 67 m²,"38,7022222","-9,1757009","Com elevador, Com garagem",T1,0,0,1,1,495000,67,2,1,38.7022222,-9.1757009,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,21.0,20.0
290,290,"Apartamento T1 em São Vicente, Lisboa",380.000 €,1 quarto,Área bruta 70 m²,"38,7193774","-9,1238389", ,T1,0,0,1,1,380000,70,0,0,38.7193774,-9.1238389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5.0,45.0,22.0
293,293,"Apartamento T2 em Praça da Armada, Estrela, Lisboa",385.000 €,2 quartos,Área bruta 64 m²,"38,7049487","-9,1707527",Rés do chão,T2,0,0,2,2,385000,64,1,1,38.7049487,-9.1707527,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,28.0,22.0
296,296,"Apartamento T2 em Arroios, Lisboa",500.000 €,2 quartos,Área bruta 77 m²,"38,7247265981","-9,1335761547",Piscina,T2,0,0,2,2,500000,77,1,1,38.7247265981,-9.1335761547,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,60.0,34.0
297,297,"Apartamento T2 em Misericórdia, Lisboa",380.000 €,2 quartos,Área bruta 75 m²,"38,7104303","-9,1483667", ,T2,0,0,2,2,380000,75,0,0,38.7104303,-9.1483667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0,101.0,30.0
298,298,"Apartamento T2 na Rua dos Baldaques, Penha de França, Lisboa",349.000 €,2 quartos,Área bruta 63 m²,"38,73383","-9,12943", ,T2,0,0,2,2,349000,63,0,0,38.73383,-9.12943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0,20.0,26.0
300,300,"Apartamento T4 na Rua Dom Jorge da Costa, Belém, Lisboa",1.900.000 €,4 quartos,Área bruta 281 m²,"38,7104896","-9,2077422","Com elevador, Com garagem",T4,0,0,4,4,1900000,281,2,1,38.7104896,-9.2077422,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,22.0,18.0
301,301,"Apartamento T1 em Estrela, Lisboa",399.000 €,1 quarto,Área bruta 49 m²,"38,70627","-9,16753",Com elevador,T1,0,0,1,1,399000,49,1,1,38.70627,-9.16753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,38.0,25.0
302,302,"Apartamento T4 em Belém, Lisboa",1.850.000 €,4 quartos,Área bruta 281 m²,"38,710654","-9,207782","Vista para mar, Com elevador, Com garagem",T4,0,0,4,4,1850000,281,3,1,38.710654,-9.207782,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,20.0,18.0
305,305,"Apartamento T2 em Alcântara, Lisboa",715.000 €,2 quartos,Área bruta 934 m²,"38,7022222","-9,1757009","Com elevador, Com garagem",T2,0,0,2,2,715000,934,2,1,38.7022222,-9.1757009,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,21.0,20.0
307,307,"Apartamento T1+1 na Rua dos Anjos, Arroios, Lisboa",199.000 €,1 quarto,Área bruta 40 m²,"38,7242","-9,13578",Rés do chão,T1+1,1,1,1,2,199000,40,1,1,38.7242,-9.13578,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0,69.0,34.0
308,308,"Apartamento T2 em São Vicente, Lisboa",399.900 €,2 quartos,Área útil 70 m²,"38,71847","-9,129592", ,T2,0,0,2,2,399900,70,0,0,38.71847,-9.129592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10.0,62.0,31.0
312,312,"Apartamento T2+1 na Avenida Infante Santo, Estrela, Lisboa",915.000 €,2 quartos,Área bruta 116 m²,"38,70627","-9,16753","Com elevador, Com garagem",T2+1,1,1,2,3,915000,116,2,1,38.70627,-9.16753,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,38.0,25.0
315,315,"Apartamento T3 na Avenida João Crisóstomo, Avenidas Novas, Lisboa",1.069.700 €,3 quartos,Área bruta 137 m²,"38,73559","-9,15133","Com elevador, Com garagem",T3,0,0,3,3,1069700,137,2,1,38.73559,-9.15133,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0,52.0,36.0
316,316,"Apartamento T1 em Avenidas Novas, Lisboa",473.000 €,1 quarto,Área bruta 54 m²,"38,7372473412","-9,1591536999","Piscina, Com elevador",T1,0,0,1,1,473000,54,2,1,38.7372473412,-9.1591536999,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0,45.0,37.0
319,319,"Apartamento T1+1 na Rua das Laranjeiras, São Domingos de Benfica, Lisboa",349.900 €,1 quarto,Área bruta 45 m²,"38,74677","-9,169",Rés do chão,T1+1,1,1,1,2,349900,45,1,1,38.74677,-9.169,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6.0,30.0,44.0
321,321,"Apartamento T1+1 na Rua Cidade da Horta, Arroios, Lisboa",260.000 €,1 quarto,Área bruta 48 m²,"38,73214","-9,13829", ,T1+1,1,1,1,2,260000,48,0,0,38.73214,-9.13829,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0,53.0,33.0
322,322,"Apartamento T3 em Parque das Nações, Lisboa",1.900.000 €,3 quartos,Área bruta 129 m²,"38,7616927","-9,0973332", ,T3,0,0,3,3,1900000,129,0,0,38.7616927,-9.0973332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,6.0,10.0
323,323,"Apartamento T5 na Rua de Pedrouços, Belém, Lisboa",2.090.000 €,5 quartos,Área bruta 385 m²,"38,6976323","-9,2232361","De luxo, Rés do chão",T5,0,0,5,5,2090000,385,2,1,38.6976323,-9.2232361,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,10.0,12.0
325,325,"Duplex T2 em Santa Maria Maior, Lisboa",240.000 €,2 quartos,Área bruta 80 m²,"38,712848","-9,1264887", ,T2,0,0,2,2,240000,80,0,0,38.712848,-9.1264887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8.0,53.0,19.0
327,327,"Apartamento T1 em Alcântara, Lisboa",284.500 €,1 quarto,Área bruta 65 m²,"38,706072","-9,179217", ,T1,0,0,1,1,284500,65,0,0,38.706072,-9.179217,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,20.0,25.0
328,328,"Apartamento T4 em Alvalade, Lisboa",795.000 €,4 quartos,Área bruta 224 m²,"38,759571","-9,137633", ,T4,0,0,4,4,795000,224,0,0,38.759571,-9.137633,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,9.0,32.0
329,329,"Apartamento T1 na Avenida Columbano Bordalo Pinheiro, Campolide, Lisboa",399.000 €,1 quarto,Área bruta 70 m²,"38,73835","-9,16352","Com elevador, Com garagem",T1,0,0,1,1,399000,70,2,1,38.73835,-9.16352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,33.0,35.0
334,334,"Apartamento T3 em Alcântara, Lisboa",1.090.000 €,3 quartos,Área bruta 161 m²,"38,7022222","-9,1757009","Com elevador, Com garagem",T3,0,0,3,3,1090000,161,2,1,38.7022222,-9.1757009,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,21.0,20.0
341,341,"Apartamento T2 em Benfica, Lisboa",299.900 €,2 quartos,Área bruta 60 m²,"38,75118","-9,20819",Rés do chão,T2,0,0,2,2,299900,60,1,1,38.75118,-9.20819,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,4.0,14.0
342,342,"Apartamento T2 em Arroios, Lisboa",265.000 €,2 quartos,Área bruta 46 m²,"38,7290597","-9,1413156", ,T2,0,0,2,2,265000,46,0,0,38.7290597,-9.1413156,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.0,69.0,35.0
345,345,"Apartamento T2 Duplex na Rua Professor Veiga Beirão, Alvalade, Lisboa",220.000 €,2 quartos,Área bruta 58 m²,"38,75599","-9,13457", ,T2,0,0,2,2,220000,58,0,0,38.75599,-9.13457,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,9.0,22.0
349,349,"Apartamento T1 em Avenidas Novas, Lisboa",500.000 €,1 quarto,Área bruta 60 m²,"38,7438838","-9,1611291",Com elevador,T1,0,0,1,1,500000,60,1,1,38.7438838,-9.1611291,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0,43.0,47.0
350,350,"Apartamento T2 em Campo Grande, Alvalade, Lisboa",925.000 €,2 quartos,Área bruta 147 m²,"38,7546658","-9,1512158","Último andar, Com elevador, Com garagem",T2,0,0,2,2,925000,147,3,1,38.7546658,-9.1512158,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0,32.0,56.0
