,OBJECTID,INF_NOME,FREGUESIA,GlobalID,Type,longitude,latitude
46,47,Centro de Documentação Instituto Superior Psicologia Aplicada,Santa Maria Maior,8b161a48-0ef9-4b65-8112-19d4bf94b36c,,38.712167817803,-9.12593131137537
47,48,Centro de Documentação do Ministério do Ambiente e Ordenamento do Território,Misericórdia,1060601e-4b30-407c-a722-a3d24400f8f2,,38.7123120129225,-9.14763195200258
48,49,Biblioteca Passos Manuel,Estrela,8851b324-2196-4d45-b53e-6853c1bbef1e,,38.7124509228247,-9.15362919466312
49,50,Biblioteca Passos Manuel,Estrela,05328e83-a726-49b8-ac52-4b821941cec6,,38.7124689354439,-9.15362945193781
50,51,Casa da Liberdade Mário Cesariny,Santa Maria Maior,04d2b982-4bf7-44c7-9851-870cc8181ead,,38.7127061278609,-9.12793239648825
51,52,Arquivo Histórico Militar,Santa Maria Maior,6b54495f-393b-40c5-95b9-780112366754,,38.7129034082556,-9.12505896991698
52,53,Arquivo Fundação Mário Soares,Misericórdia,8dec376d-b593-452c-aeb6-4c174a8e5ca8,,38.7127072256908,-9.15286950012861
53,55,Centro HELEN KELLER,Belém,35b79256-0e8d-484d-970a-ed0699a2e055,,38.7123980396382,-9.21173036290192
54,56,Biblioteca /Centro de Documentação da Faculdade de Arquitectura de Lisboa,Ajuda,c982481f-7a64-4056-a138-f30a4edeae6b,,38.7126850958506,-9.19439626438461
55,57,Biblioteca da Academia das Ciências,Misericórdia,ea6864a2-3127-415d-8da9-6ad2cf3436c7,,38.7131551189596,-9.14993498496998
56,58,Academia das Ciências de Lisboa,Misericórdia,13680e70-64eb-4721-9ae7-c974b6c22ac0,,38.713162886634,-9.14980424712137
57,59,Biblioteca do Instituto Superior Ciências Sociais e Políticas,Ajuda,746738f3-3276-46fb-a477-00775c97a66c,,38.7132622199994,-9.197983734979
58,60,Biblioteca e Arquivo Histórico da Santa Casa da Misericórdia,Misericórdia,31c47b22-2b29-4e3f-bab9-f7d3025ccfd9,,38.7145543372201,-9.14366649924886
59,61,Biblioteca e Centro de Documentação - Faculdade de Medicina Veterinária,Ajuda,03ff17f6-8eef-45ad-9e24-229787b4d426,,38.7140973686556,-9.19548086198172
60,62,Centro de Documentação Teatro Nacional D. Maria II,Santa Maria Maior,e84a1518-f518-4ef5-8b75-2b8a28ef7a86,,38.7148731804296,-9.1398059971225
61,63,Biblioteca Voz do Operário,São Vicente,663429a8-e4d8-4e6a-8384-6d7e79646cc1,,38.7156812600226,-9.12919762250965
62,64,Gabinete Informação Documental Arquivo da Inspecção Geral Actidades Culturais,Santa Maria Maior,41bf2dfc-6a98-4e19-ad07-43a85a86d4eb,,38.7160119777938,-9.1425768841782
63,65,Biblioteca da Sociedade de Geografia de Lisboa e Museu Etnográfico,Arroios,f3f1955d-5b2d-4b91-9e07-f3ee4467c524,,38.7165384624449,-9.14068818683074
64,66,Biblioteca Casa Fernando Pessoa (encerrada até dezembro 2019),Campo de Ourique,fa2448e0-d38d-4195-b8a0-cb5a91e718ea,,38.7166406977766,-9.16244553690677
65,67,Biblioteca | Espaço Cultural Cinema Europa,Campo de Ourique,26db65b4-4073-4695-b631-958a78605876,,38.7171870436828,-9.16624513442539
66,68,Biblioteca Imprensa Nacional,Santo António,9bfc1def-f906-43ed-899f-f0c15fa9db6f,,38.7178597572223,-9.15182753919634
67,69,Arquivo Municipal Fotográfico,Santa Maria Maior,03bf3998-5c3b-4394-9fec-b01a076aef9d,,38.7182076850518,-9.13556291973755
68,70,Centro de Documentação e Informação - DGIDC,Campo de Ourique,ff25b18d-9670-4d2a-8353-8afd588859cf,,38.7181975104737,-9.15760743012135
69,71,Arquivo Histórico e Biblioteca do Museu de Ciência da Universidade de Lisboa,Santo António,d41c6d8f-7be7-40ea-b7d3-5c3b140757f7,,38.718315752524,-9.151263001758
70,72,Biblioteca do Instituto Geofísico Infante Dom Luiz,Santo António,c88d2c11-42f4-4771-9e17-feec88c51b9b,,38.7183337660491,-9.15126325735565
71,73,Centro de Documentação da Ilga Portugal,Santa Maria Maior,e2f46356-db08-4bca-9219-5d0a987f47ae,,38.7185692579571,-9.13646482169968
72,74,Biblioteca do British Council,Santo António,f25331d7-9056-4d97-890b-4c304629530b,,38.718413447957,-9.1554687616717
73,75,Biblioteca da APEC (Associação Promotora do Ensino dos Cegos),Campo de Ourique,75816bfe-8d8d-42e4-bfe2-cdc4008efe0d,,38.718854252906,-9.16668519585851
74,76,Centro Cultural Infantil Adolfo Simão Muller,Alcântara,d167906c-067a-4ee1-93df-4e13e5e7ef9a,,38.7190368637673,-9.18732133480944
75,77,CRNSA - Centro de Reabilitação Nossa Senhora dos Anjos,São Vicente,37f6879d-82c3-4e2c-a039-3b27ab959c9f,,38.7199170452094,-9.11865921116034
76,78,Biblioteca da Faculdade de Ciências Médicas da Universidade Nova de Lisboa,Arroios,bf8b65c8-1774-4119-98ba-5f5488fa68fe,,38.7198612057401,-9.13972454383696
